pcode,name,category,LawModifiedDate,LawEffectiveDate,discarded
A0000001,中華民國憲法,憲法,19470101,,
A0000002,中華民國憲法增修條文,憲法,20050610,,
A0000003,憲法實施之準備程序,憲法,19470101,,
A0000004,訓政結束程序法,憲法,19471225,,
A0000005,動員戡亂時期臨時條款,"廢止法規,憲法",19910501,,true
A0000006,動員戡亂完成憲政實施綱要,"廢止法規,院本部",19910517,,true
A0000007,戒嚴時期人民受損權利回復條例,"行政,法務部,法制目",20000202,,
A0000008,戒嚴時期人民受損權利回復條例施行細則,"行政,法務部,法制目",19960214,,
A0000009,中華民國領海及鄰接區法,"行政,內政部,地政目",19980121,,
A0000010,中華民國專屬經濟海域及大陸礁層法,"行政,內政部,地政目",20231227,,
A0000012,民國八十八年九月二十五日總統緊急命令（九二一震災）,憲法,19990925,,
A0000015,全國戒嚴令,憲法,19490707,,
A0000016,臺灣地區解嚴令,憲法,19870714,,
A0000017,宣告動員戡亂時期終止,憲法,19910430,,
A0010001,國民大會組織法,國民大會（憲法國民大會章條文已停止適用）,20050527,,
A0010002,國民大會代表資格審查委員會組織規程,國民大會（憲法國民大會章條文已停止適用）,19920402,,
A0010003,國民大會提案審查委員會組織規程,國民大會（憲法國民大會章條文已停止適用）,19920402,,
A0010004,國民大會紀律委員會組織規程,國民大會（憲法國民大會章條文已停止適用）,19960709,,
A0010005,國民大會秘書處組織規程,國民大會（憲法國民大會章條文已停止適用）,19780318,,
A0010006,國民大會特種審查委員會設置辦法,國民大會（憲法國民大會章條文已停止適用）,19910411,,
A0010007,國民大會宣言起草委員會組織規程,國民大會（憲法國民大會章條文已停止適用）,19900303,,
A0010008,國民大會程序委員會組織規程,國民大會（憲法國民大會章條文已停止適用）,19980728,,
A0010009,國民大會修憲審查委員會組織規程,國民大會（憲法國民大會章條文已停止適用）,19990615,,
A0010010,國民大會憲政改革研究小組設置辦法,國民大會（憲法國民大會章條文已停止適用）,19970722,,
A0010011,國民大會法規研修專案小組設置辦法,國民大會（憲法國民大會章條文已停止適用）,19990616,,
A0010012,中華民國總統府組織法,"總統,總統府,組織目",20100901,,
A0010013,國策顧問委員會組織條例,"廢止法規,總統府",19970507,,true
A0010014,戰略顧問委員會組織條例,"廢止法規,總統府",19970507,,true
A0010015,稽勳委員會組織條例,"廢止法規,總統府",19970507,,true
A0010016,中央研究院組織法,"總統,總統府,組織目",20140115,,
A0010017,國史館組織條例,"總統,總統府,組織目",20011024,,
A0010018,國父陵園管理委員會組織條例,"總統,總統府,組織目",19460702,,
A0010019,中央研究院研究所組織規程,"總統,總統府,組織目",20200513,,
A0010020,國史館史料審查委員會組織規程,"廢止法規,總統府",20180214,,true
A0010021,國家安全會議組織法,"總統,國家安全會議,組織目",20030625,,
A0010022,國家安全局組織法,"總統,國家安全會議,組織目",20200115,,
A0010023,國家安全會議組織綱要,"廢止法規,國家安全會議",20031112,,true
A0010024,國家安全會議訴願審議委員會組織規程,"總統,國家安全會議,組織目",20020904,,
A0010025,國家安全局特種勤務實施辦法,"總統,國家安全會議,特種勤務目",20121115,,
A0010026,國史館臺灣文獻館組織條例,"總統,總統府,組織目",20011024,,
A0010027,總統府及所屬機關訴願審議委員會組織規程,"總統,總統府,組織目",20011205,,
A0010028,國家人權紀念館籌備處暫行組織規程,"廢止法規,總統府",20040213,,true
A0010029,國家安全情報工作統合辦法,"總統,國家安全會議,情報工作目",20031114,,
A0010030,三一九槍擊事件真相調查特別委員會條例,立法,20060501,,
A0010031,中央研究院研究中心組織規程,"總統,總統府,組織目",20160518,,
A0010032,行政院組織法,"行政,院本部,組織目",20230426,,
A0010033,行政院各部會副首長會議設置辦法,"廢止法規,院本部",20010711,,true
A0010034,行政院法規委員會組織規程,"廢止法規,院本部",20111230,,true
A0010035,北美事務協調委員會組織規程,"廢止法規,外交部",20130118,,true
A0010036,中央行政機關組織基準法,"行政,行政院人事行政總處,組織目",20220119,,
A0010037,行政院公共工程委員會組織條例,"行政,行政院公共工程委員會,組織目",19950710,,
A0010038,行政院公共工程委員會法規委員會組織規程,"行政,行政院公共工程委員會,組織目",20200226,,
A0010039,行政院經濟建設委員會組織條例,"廢止法規,國家發展委員會",20150520,,true
A0010040,行政院九二一震災災後重建推動委員會暫行組織規程,"廢止法規,行政院研究發展考核委員會",20110601,,true
A0010041,行政院研究發展考核委員會法規委員會組織規程,"廢止法規,行政院研究發展考核委員會",20140120,,true
A0010042,檔案管理局組織條例,"廢止法規,國家發展委員會",20150520,,true
A0010043,立法院各委員會組織法,立法,20090123,,
A0010044,立法院組織法,立法,20231227,,
A0010045,立法院紀律委員會組織規程,立法,20090113,,
A0010046,立法院程序委員會組織規程,立法,20231212,,
A0010047,立法院經費稽核委員會組織規程,立法,20090113,,
A0010048,立法院公報指導委員會組織規程,"廢止法規,立法",20010227,,true
A0010049,立法院修憲委員會組織規程,立法,20071207,,
A0010050,立法院政黨黨團辦公室設置辦法,立法,20111007,,
A0010051,司法院組織法,"司法,院本部,組織目",20220119,,
A0010052,司法院法規研究委員會組織規程,"廢止法規,院本部",20170920,,true
A0010053,法院組織法,"司法,院本部,組織目",20220622,,
A0010054,最高法院設置分庭條例,"司法,院本部,組織目",19430720,,
A0010055,行政法院組織法,"司法,院本部,組織目",20220622,,
A0010056,懲戒法院組織法,"司法,院本部,組織目",20200610,,
A0010057,司法院所屬各機關統計室組織及辦事細則,"廢止法規,院本部",20110516,,true
A0010058,法官學院組織法,"司法,院本部,組織目",20130522,,
A0010059,司法院司法人員研習所處務規程,"廢止法規,院本部",20131017,,true
A0010060,最高行政法院處務規程,"司法,院本部,組織目",20190702,,
A0010061,高等行政法院處務規程,"司法,院本部,組織目",20230731,,
A0010062,司法院及所屬機關訴願審議委員會組織規程,"司法,院本部,組織目",20070928,,
A0010063,考試院組織法,"考試,院本部,組織目  ",20230426,,
A0010064,考銓處組織條例,"廢止法規,院本部",20230503,,true
A0010065,考試院訴願審議委員會組織規程,"廢止法規,院本部",19931221,,true
A0010066,考試院及所屬機關訴願審議委員會組織規程,"考試,院本部,組織目  ",20000629,,
A0010067,考試院法規委員會組織規程,"考試,院本部,組織目  ",20230606,,
A0010068,考試院研究發展委員會組織規程,"廢止法規,院本部",20220125,,true
A0010069,考試院研究考選銓敘制度獎勵辦法,"廢止法規,院本部",20040430,,true
A0010070,考試院會議規則,"考試,院本部,組織目  ",20230608,,
A0010071,監察院組織法,"監察,院本部,組織目",20200108,,
A0010072,監察院各委員會組織法,"監察,院本部,組織目",20210512,,
A0010073,監察院監察委員行署組織條例,"廢止法規,院本部",20230503,,true
A0010074,監察院法規研究委員會設置辦法,"監察,院本部,組織目",20200805,,
A0010075,監察院諮詢委員會設置辦法,"監察,院本部,組織目",20180530,,
A0010076,監察院訴願審議委員會組織規程,"監察,院本部,組織目",20210708,,
A0010077,監察院廉政委員會設置辦法,"監察,院本部,組織目",20210709,,
A0010078,監察院監察委員紀律委員會設置辦法,"監察,院本部,組織目",20210708,,
A0010079,監察院人權保障委員會設置辦法,"廢止法規,院本部",20200730,,true
A0010080,臺灣省政府委員會議事規則,"廢止法規,內政部",19960925,,true
A0010081,臺灣省諮議會組織規程,"行政,臺灣省政府,組織目",20131004,,
A0010082,臺灣省政府暫行組織規程,"廢止法規,內政部",20051231,,true
A0010083,臺北市各級組織及實施地方自治綱要,"廢止法規,內政部",20010613,,true
A0010084,高雄市各級組織及實施地方自治綱要,"廢止法規,內政部",20010613,,true
A0010085,福建省政府暫行組織規程,"廢止法規,內政部",19960619,,true
A0010086,福建省金門縣政府組織規程,"廢止法規,國防部",19930127,,true
A0010088,福建省政府組織規程,"行政,內政部,組織目",20090324,,
A0010089,國家安全會議秘書處組織規程,"廢止法規,國家安全會議",20061030,,true
A0010090,智慧財產及商業法院組織法,"司法,院本部,組織目",20230426,,
A0010091,行政院功能業務與組織調整條例,"行政,行政院人事行政總處,組織目",20211229,,
A0010092,高雄市政府組織規程,"廢止法規,院本部",20120418,,true
A0010093,高雄市議會組織規程,"廢止法規,院本部",20110314,,true
A0010094,臺中市政府組織規程,"廢止法規,院本部",20110608,,true
A0010095,臺中市議會組織規程,"廢止法規,院本部",20110311,,true
A0010096,臺南市政府組織規程,"廢止法規,院本部",20110720,,true
A0010097,臺南市議會組織規程,"廢止法規,院本部",20110613,,true
A0010098,新北市政府組織規程,"廢止法規,院本部",20120131,,true
A0010099,新北市議會組織規程,"廢止法規,院本部",20110316,,true
A0010100,少年及家事法院組織法,"司法,院本部,組織目",20220622,,
A0010101,總統府法規委員會組織規程,"總統,總統府,組織目",20101213,,
A0010102,行政法人法,"行政,行政院人事行政總處,綜合規劃目",20110427,,
A0010103,國家安全會議處務規程,"總統,國家安全會議,組織目",20040811,,
A0010104,公務員懲戒委員會辦事細則,"廢止法規,院本部",20110825,,true
A0010105,法官評鑑委員會組織規程,"司法,院本部,組織目",20200306,,
A0010106,國家發展委員會組織法,"行政,國家發展委員會,組織目",20220119,,
A0010107,國家發展委員會檔案管理局組織法,"行政,國家發展委員會,組織目",20130821,,
A0010108,桃園市政府組織規程,"廢止法規,院本部",20150309,,true
A0010109,桃園市議會組織規程,"廢止法規,院本部",20150409,,true
A0010110,國家發展委員會編制表,"行政,國家發展委員會,組織目",20221110,,
A0010111,國家發展委員會檔案管理局編制表,"行政,國家發展委員會,組織目",20181205,,
A0010112,中央研究院編制表,"總統,總統府,組織目",20230725,,
A0010113,行政院編制表,"行政,院本部,組織目",20220825,,
A0010114,臺灣省諮議會編制表,"行政,臺灣省政府,組織目",20131004,,
A0010115,不當黨產處理委員會組織規程,"行政,不當黨產處理委員會,組織目",20160812,,
A0010116,不當黨產處理委員會編組表,"行政,不當黨產處理委員會,組織目",20180511,,
A0010117,總統副總統文物審鑑委員會設置辦法,"總統,總統府,國史館目",20180504,,
A0010118,促進轉型正義委員會編組表,"廢止法規,院本部",20220529,,true
A0010119,監察院國家人權委員會組織法,"監察,院本部,組織目",20200108,,
A0010123,國家資通安全研究院設置條例,"行政,數位發展部,組織目",20220119,,
A0010124,行政法院調解委員設置辦法,"司法,院本部,司法行政目",20230313,,
A0020001,總統副總統選舉罷免法,"廢止法規,內政部",19991215,,true
A0020002,國民大會同意權行使法,國民大會（憲法國民大會章條文已停止適用）,19921104,,
A0020003,國民大會代表報酬及費用支給條例,"廢止法規,國民大會（憲法國民大會章條文已停止適用）",20050527,,true
A0020004,總統副總統選舉投票及開票辦法,國民大會（憲法國民大會章條文已停止適用）,19780301,,
A0020005,國民大會議事規則,國民大會（憲法國民大會章條文已停止適用）,20050601,,
A0020006,國民大會主席團選舉辦法,國民大會（憲法國民大會章條文已停止適用）,19921229,,
A0020007,國民大會主席團擔任大會主席辦法,國民大會（憲法國民大會章條文已停止適用）,19921229,,
A0020008,國民大會旁聽規則,國民大會（憲法國民大會章條文已停止適用）,19940510,,
A0020009,國民大會秘書處處務規程,國民大會（憲法國民大會章條文已停止適用）,19840228,,
A0020010,國民大會行使同意權審查會審查辦法,國民大會（憲法國民大會章條文已停止適用）,19930108,,
A0020011,國民大會聽取總統國情報告並檢討國是提供建言實施辦法,國民大會（憲法國民大會章條文已停止適用）,19980728,,
A0020012,國民大會主席團選舉投票及開票辦法,國民大會（憲法國民大會章條文已停止適用）,19920321,,
A0020013,國民大會行使同意權審查會召集人選舉辦法,國民大會（憲法國民大會章條文已停止適用）,19921224,,
A0020014,國民大會行使同意權投票及開票辦法,國民大會（憲法國民大會章條文已停止適用）,19990615,,
A0020015,國民大會創制複決兩權行使辦法,國民大會（憲法國民大會章條文已停止適用）,19660808,,
A0020016,國民大會代表互選議長副議長辦法,國民大會（憲法國民大會章條文已停止適用）,19990615,,
A0020017,國民大會代表互選議長副議長投票及開票辦法,國民大會（憲法國民大會章條文已停止適用）,19950815,,
A0020018,國民大會補選副總統辦法,國民大會（憲法國民大會章條文已停止適用）,19980730,,
A0020019,國民大會補選副總統投票及開票辦法,國民大會（憲法國民大會章條文已停止適用）,19990615,,
A0020020,國民大會議決總統副總統彈劾案辦法,國民大會（憲法國民大會章條文已停止適用）,19980730,,
A0020021,國民大會憲政論壇實施辦法,國民大會（憲法國民大會章條文已停止適用）,19970507,,
A0020022,國民大會秘密會議實施辦法,國民大會（憲法國民大會章條文已停止適用）,19980730,,
A0020023,國民大會聽證會實施辦法,國民大會（憲法國民大會章條文已停止適用）,19980730,,
A0020024,國民大會採訪規則,國民大會（憲法國民大會章條文已停止適用）,20050601,,
A0020025,國民大會人民請願案件處理辦法,國民大會（憲法國民大會章條文已停止適用）,19990616,,
A0020026,國民大會代表一般提案及人民請願案件專案處理小組設置辦法,國民大會（憲法國民大會章條文已停止適用）,19990616,,
A0020027,國民大會同意權行使辦法,國民大會（憲法國民大會章條文已停止適用）,19990615,,
A0020028,中央研究院評議會會議規則,"總統,總統府,中央研究院目",20160416,,
A0020029,中央研究院聘任評議員選舉辦法,"總統,總統府,中央研究院目",20161022,,
A0020031,中央研究院院士選舉辦法,"總統,總統府,中央研究院目",20141110,,
A0020033,中央研究院處務規程,"總統,總統府,組織目",20230725,,
A0020034,國家安全會議議事規則,"總統,國家安全會議,議事目",20031001,,
A0020035,國家安全會議訴願審議委員會審議規則,"總統,國家安全會議,訴願審議目",20020904,,
A0020036,總統府及所屬機關訴願審議委員會審議規則,"總統,總統府,訴願審議目",20011205,,
A0020037,總統府及所屬機關訴願文書使用收費標準,"總統,總統府,訴願審議目",20140626,,
A0020038,中華民國總統府處務規程,"總統,總統府,組織目",20210203,,
A0020039,中央研究院評議會條例,"廢止法規,總統府",20091230,,true
A0020040,國立中央研究院基金條例,"廢止法規,總統府",20091111,,true
A0020041,國家情報工作法,"總統,國家安全會議,情報工作目",20200115,,
A0020042,國史館辦事細則,"總統,總統府,組織目",20180116,,
A0020043,國史館史料複印規則,"廢止法規,總統府",20091022,,true
A0020044,國史館微捲閱讀機使用規則,"廢止法規,總統府",20091022,,true
A0020045,國史館史料翻拍複製規則,"廢止法規,總統府",20091022,,true
A0020046,行政院會議議事規則,"行政,院本部,組織目",20180117,,
A0020047,行政院公共工程委員會辦事細則,"行政,行政院公共工程委員會,處務目",20001227,,
A0020048,行政院公共工程委員會會議規則,"行政,行政院公共工程委員會,處務目",19980225,,
A0020049,行政院體育委員會辦事細則,"廢止法規,行政院體育委員會",20121230,,true
A0020050,行政院經濟建設委員會會議規則,"廢止法規,國家發展委員會",20140407,,true
A0020051,自由貿易港區設置管理條例,"行政,交通部,航政目",20190116,,
A0020052,自由貿易港區申請設置辦法,"行政,交通部,航政目",20220817,,
A0020053,立法委員互選院長副院長辦法,立法,19960702,,
A0020054,立法院各委員會召集委員選舉辦法,立法,20090113,,
A0020055,立法院嚴肅紀律辦法,"廢止法規,立法",20001215,,true
A0020056,立法院處務規程,立法,20230922,,
A0020057,立法院各委員會辦事通則,"廢止法規,立法",20020115,,true
A0020058,立法院職權行使法,立法,20181121,,
A0020059,立法院議事規則,立法,20161111,,
A0020060,立法院議場規則,立法,20001226,,
A0020061,立法院各委員會會議室規則,立法,19620717,,
A0020062,中央政府預算執行暫行條例,"廢止法規,行政院主計處",19981021,,true
A0020063,中華民國八十八年下半年及八十九年度中央政府總預算附屬單位預算編製辦法,"廢止法規,行政院主計處",20000324,,true
A0020064,立法委員行為法,立法,20020125,,
A0020065,立法委員行使職權保護辦法,立法,20000517,,
A0020066,立法委員互選院長副院長投票及開票辦法,立法,20011009,,
A0020067,立法院點名表決辦法,立法,20001215,,
A0020068,無黨籍及少數黨團委員參加常設委員會抽籤辦法,立法,20090113,,
A0020069,黨團所屬委員參加常設委員會抽籤辦法,立法,20090113,,
A0020070,司法院處務規程,"司法,院本部,組織目",20231108,,
A0020071,司法院人事審議委員會審議規則,"廢止法規,院本部",20120815,,true
A0020072,司法院人事評議委員會評議規則,"廢止法規,院本部",20060602,,true
A0020073,高等法院及其分院處務規程,"司法,院本部,組織目",20210618,,
A0020074,地方法院及其分院處務規程,"司法,院本部,組織目",20230617,,
A0020075,司法院會議規則,"司法,院本部,組織目",20200923,,
A0020076,懲戒法院處務規程,"司法,懲戒法院,公懲目",20200714,,
A0020077,公務員懲戒委員會審議規則,"廢止法規,懲戒法院",20160509,,true
A0020078,司法院變更判例會議規則,"廢止法規,院本部",19900612,,true
A0020079,司法院及所屬機關訴願審議委員會審議規則,"司法,院本部,一般行政目",20041213,,
A0020081,司法院統計處辦事細則,"廢止法規,院本部",20061005,,true
A0020082,少年法院院長、庭長及法官遴選辦法,"廢止法規,院本部",20131015,,true
A0020083,司法院遴選律師、教授、副教授、助理教授、講師轉任法院法官審查辦法,"廢止法規,院本部",20110323,,true
A0020084,司法院所屬一、二審法院庭長、法官遴選資格標準,"廢止法規,院本部",20121003,,true
A0020085,最高法院選任律師為訴訟代理人辦法及第三審律師之酬金支給標準,"廢止法規,院本部",20030901,,true
A0020086,福建金門馬祖地區司法人員定期調動辦法,"廢止法規,院本部",19980801,,true
A0020087,公務員懲戒案件當事人在途期間標準,"司法,院本部,行懲及智財目",20200709,,
A0020088,司法院及所屬司法人員服制規則,"廢止法規,院本部",20170726,,true
A0020090,法庭錄音錄影及其利用保存辦法,"司法,院本部,司法行政目",20220722,,
A0020091,法官、檢察官、公設辯護人、律師及書記官服制規則,"司法,院本部,司法行政目",20041229,,
A0020092,法警管理辦法,"司法,院本部,司法人事目",20190806,,
A0020093,最高法院處務規程,"司法,院本部,組織目",20210618,,
A0020094,行政法院處務規程,"廢止法規,院本部",20110721,,true
A0020095,各級行政法院辦案期限規則,"司法,院本部,行懲及智財目",20231229,,
A0020097,行政法院訴訟當事人在途期間標準,"司法,院本部,行懲及智財目",20230223,,
A0020098,行政法院法庭席位布置規則,"廢止法規,院本部",20091229,,true
A0020099,各級行政法院法官在職訓練及職前訓練辦法,"司法,院本部,行懲及智財目",20010517,,
A0020100,行政訴訟裁判費以外必要費用徵收辦法,"司法,院本部,行懲及智財目",20230510,,
A0020101,各級行政法院出差旅費徵收標準,"廢止法規,院本部",20070815,,true
A0020102,行政訴訟事件律師酬金列為訴訟費用之支給標準,"司法,院本部,行懲及智財目",20230510,,
A0020103,行政訴訟筆錄使用電腦記錄實施辦法,"司法,院本部,行懲及智財目",20060720,,
A0020104,各級行政法院法官甄試審查辦法,"廢止法規,院本部",20120904,,true
A0020105,最高行政法院律師閱卷規則,"廢止法規,院本部",20110506,,true
A0020106,考試院工作檢討會議規則,"廢止法規,院本部",20031031,,true
A0020107,考試院處務規程,"考試,院本部,組織目  ",20230516,,
A0020108,考試院顧問聘任辦法,"廢止法規,院本部",20031229,,true
A0020109,考試院考銓事例編審規則,"廢止法規,院本部",20000609,,true
A0020110,考試院考銓詞彙編輯辦法,"廢止法規,院本部",19990306,,true
A0020111,考試院訴願審議委員會審議規則,"廢止法規,院本部",19941221,,true
A0020112,考試院及所屬機關訴願審議委員會審議規則,"考試,院本部,組織目  ",20220211,,
A0020113,考試院檔案申請閱覽規則,"廢止法規,院本部",20060505,,true
A0020114,考試院及所屬機關訴願文書使用收費標準,"考試,院本部,通用目",20220330,,
A0020115,監察院處務規程,"監察,院本部,組織目",20230824,,
A0020116,監察院各委員會辦事規則,"監察,院本部,組織目",20220322,,
A0020117,監察院暨所屬機關訴願審議委員會審議規則,"監察,院本部,院（處）務目",20041230,,
A0020118,監察院辦理案件對其他機關或人員所提供答復或陳述之國家機密保密作業辦法,"監察,院本部,院（處）務目",20200727,,
A0020119,政治獻金查核準則,"監察,院本部,政獻目",20200723,,
A0020120,監察院各委員會召集人會議實施辦法,"監察,院本部,組織目",20220629,,
A0020122,監察院監察獎章頒給辦法,"監察,院本部,監察目",20200805,,
A0020123,政府機關密碼統合辦法,"總統,國家安全會議,情報工作目",20191024,,
A0020124,國家情報工作人員安全查核辦法,"總統,國家安全會議,情報工作目",20200212,,
A0020125,國家情報工作掩護機構服務人員管理及監督辦法,"總統,國家安全會議,情報工作目",20141230,,
A0020126,國家情報專業獎章頒給辦法,"總統,國家安全會議,情報工作目",20200212,,
A0020127,國家情報蒐研績效評鑑及獎勵辦法,"廢止法規,國家安全會議",20101001,,true
A0020128,情報機關反制間諜工作辦法,"總統,國家安全會議,情報工作目",20200212,,
A0020129,行政院研究發展考核委員會及所屬機關提供政府資訊收費標準,"廢止法規,國家發展委員會",20151110,,true
A0020130,國家安全局提供政府資訊收費標準,"總統,國家安全會議,資訊公開目",20060313,,
A0020131,行政院院本部提供政府資訊收費標準,"行政,院本部,通用目",20060518,,
A0020132,總統府提供政府資訊收費標準,"總統,總統府,資訊公開目",20060614,,
A0020133,行政院公共工程委員會提供政府資訊收費標準,"行政,行政院公共工程委員會,處務目",20231027,,
A0020134,國家發展委員會提供政府資訊收費標準,"行政,國家發展委員會,院（處）務目",20200903,,
A0020135,司法院 96 年司法事務官甄審及訓練辦法,"廢止法規,院本部",20130701,,true
A0020137,國家情報工作掩護機構設置及管理辦法,"總統,國家安全會議,情報工作目",20130418,,
A0020138,國家安全局涉及國家安全人員申請出國許可辦法,"總統,國家安全會議,情報工作目",20081224,,
A0020139,政治獻金會計報告書公開及查閱辦法,"監察,院本部,政獻目",20181220,,
A0020140,政治獻金會計報告書查閱收費標準,"監察,院本部,政獻目",20181220,,
A0020141,國家情報研析報告分發及管理辦法,"總統,國家安全會議,情報工作目",20150814,,
A0020142,國家情報工作督察辦法,"總統,國家安全會議,情報工作目",20150923,,
A0020143,法官助理遴聘訓練業務管理及考核辦法,"司法,院本部,民事目",20230727,,
A0020144,國史館及所屬機關提供政府資訊收費標準,"總統,總統府,國史館目",20210303,,
A0020145,國史館臺灣文獻館提供政府資訊收費標準,"廢止法規,總統府",20210702,,true
A0020146,國家安全局處務規程,"總統,國家安全會議,組織目",20200401,,
A0020147,情報人員喪失人身自由補償及救助辦法,"總統,國家安全會議,情報工作目",20140623,,
A0020148,情報協助人員補償及救助辦法,"總統,國家安全會議,情報工作目",20200212,,
A0020149,情報人員醫療費補助與慰撫金之基準與發給辦法,"總統,國家安全會議,情報工作目",20200212,,
A0020150,國家情報工作獎勵辦法,"總統,國家安全會議,情報工作目",20170517,,
A0020151,司法院及所屬機關員額管理辦法,"司法,院本部,司法人事目",20131210,,
A0020152,司法院遴選律師、教授、副教授、助理教授轉任法院法官審查辦法,"廢止法規,院本部",20121031,,true
A0020153,司法院顧問聘任辦法,"司法,院本部,司法人事目",19850902,,
A0020154,政府各機關協助國家情報工作應配合事項辦法,"總統,國家安全會議,情報工作目",20140715,,
A0020155,行政院處務規程,"行政,院本部,組織目",20230213,,
A0020156,各級法院團體績效評比辦法,"司法,院本部,司法行政目",20201019,,
A0020157,法官評鑑委員會評鑑實施辦法,"司法,院本部,司法行政目",20200605,,
A0020158,法官評鑑委員會法官代表票選辦法,"司法,院本部,司法行政目",20210401,,
A0020159,財團法人公益社團法人請求個案評鑑法官許可辦法,"廢止法規,院本部",20201020,,true
A0020160,少年及家事法院處務規程,"司法,院本部,組織目",20190524,,
A0020161,司法院人事審議委員會委員遴選辦法,"司法,院本部,司法人事目",20210505,,
A0020162,司法院人事審議委員會審議規則,"司法,院本部,司法人事目",20200219,,
A0020163,法官遴選辦法,"司法,院本部,司法人事目",20220214,,
A0020164,行政法院為無資力人選任律師為訴訟代理人辦法,"司法,院本部,行懲及智財目",20230510,,
A0020165,法官遷調改任辦法,"司法,院本部,司法人事目",20240123,,
A0020166,改任少年及家事法院法官辦法,"廢止法規,院本部",20180131,,true
A0020167,司法院司法獎章頒給辦法,"司法,院本部,司法人事目",20121226,,
A0020168,中央研究院運作毒性及關注化學物質管理辦法,"總統,總統府,中央研究院目",20210127,,
A0020169,情報機關派遣駐外或各省（市）縣（市）情報人員待遇支給標準,"總統,國家安全會議,情報工作目",20130125,,
A0020170,中央研究院科學技術研究發展成果歸屬及運用辦法,"總統,總統府,中央研究院目",20231108,,
A0020171,行政院研究發展考核委員會及所屬機關公務人員交代條例施行細則,"廢止法規,國家發展委員會",20141215,,true
A0020172,法官學院處務規程,"司法,院本部,組織目",20221026,,
A0020173,國史館及所屬機關公務人員交代條例施行細則,"總統,總統府,國史館目",20131108,,
A0020174,中央研究院科學研究基金收支保管及運用辦法,"總統,總統府,中央研究院目",20140103,,
A0020175,司法院辦理補助駐法院家事服務中心辦法,"司法,院本部,少年及家事目",20200131,,
A0020176,國家發展委員會處務規程,"行政,國家發展委員會,組織目",20221110,,
A0020177,國家發展委員會檔案管理局處務規程,"行政,國家發展委員會,組織目",20220920,,
A0020178,監察院暨所屬機關訴願文書使用收費標準,"監察,院本部,院（處）務目",20000621,,
A0020179,國史館臺灣文獻館古文書閱覽複製辦法,"總統,總統府,國史館目",20140224,,
A0020180,國家發展委員會委員會議議事規則,"行政,國家發展委員會,組織目",20200701,,
A0020181,國家發展委員會專業獎章頒給辦法,"行政,國家發展委員會,人事管理目",20140605,,
A0020182,情資彙送作業辦法,"總統,國家安全會議,情報工作目",20140722,,
A0020183,中央研究院名譽院士選舉辦法,"總統,總統府,中央研究院目",20141110,,
A0020184,國史館臺灣文獻館文物圖像使用及收費辦法,"總統,總統府,國史館目",20151020,,
A0020185,國家發展委員會檔案管理局電子檔案技術服務收費標準,"行政,國家發展委員會,通用目",20190319,,
A0020186,空間情報統合辦法,"總統,國家安全會議,情報工作目",20151223,,
A0020187,懲戒法院辦理公務員懲戒案件必要費用徵收標準,"司法,院本部,行懲及智財目",20200709,,
A0020188,公務員懲戒案件閱卷規則,"司法,院本部,行懲及智財目",20200709,,
A0020189,懲戒法院分科分股及兼任免兼辦法,"司法,院本部,司法行政目",20200710,,
A0020190,國史館臺灣文獻館特展室場地使用規費收費標準,"總統,總統府,國史館目",20220105,,
A0020191,國史館臺灣文獻館辦事細則,"總統,總統府,國史館目",20180501,,
A0020192,促進轉型正義委員會處務規程,"廢止法規,院本部",20220529,,true
A0020193,總統副總統文物註銷辦法,"總統,總統府,國史館目",20180524,,
A0020194,司法院捐助成立之財團法人會計處理及財務報告編製準則,"司法,院本部,一般行政目",20190110,,
A0020195,職務法庭參審員費用支給辦法,"司法,院本部,司法行政目",20200824,,
A0020196,懲戒法院法官助理遴聘訓練業務管理及考核辦法,"司法,院本部,行懲及智財目",20200713,,
A0020197,監察院國家人權委員會人權諮詢顧問遴聘辦法,"監察,院本部,監察目",20200911,,
A0020198,監察院國家人權委員會辦事規則,"監察,院本部,組織目",20201109,,
A0020199,憲法法庭錄音錄影及其利用保存辦法,"司法,院本部,釋憲目",20210730,,
A0020200,憲法訴訟卷宗保管歸檔及保存辦法,"司法,院本部,釋憲目",20210730,,
A0020201,臺灣人體生物資料庫資料及檢體使用收費標準,"總統,總統府,中央研究院目",20220718,,
A0020202,總統府及所屬各機關公務員辦公時數規則,"總統,總統府,通用目",20221123,,
A0020203,總統府及所屬各機關聘僱人員給假辦法,"總統,總統府,通用目",20221123,,
A0020204,國家安全會議及所屬機關公務員辦公時數規則,"總統,國家安全會議,組織目",20221123,,
A0020205,國家安全會議及所屬機關聘僱人員給假辦法,"總統,國家安全會議,組織目",20221123,,
A0020206,司法院及所屬機關公務員辦公時數規則,"司法,院本部,司法人事目",20221202,,
A0020207,行政訴訟法第四十九條之一第一項第一款強制律師代理事件適用範圍辦法,"司法,院本部,行懲及智財目",20230510,,
A0020208,考試院編制表,"考試,院本部,組織目  ",20230516,,
A0020209,監察院監察委員行署辦事細則,"廢止法規,院本部",20230630,,true
A0020210,行署監察委員推選辦法,"廢止法規,院本部",20230630,,true
A0020211,監察院監察委員行署委員會議規則,"廢止法規,院本部",20230630,,true
A0020212,立法院立法委員與外國國會議員聯誼會籌組運作辦法,立法,20231027,,
A0030001,總統副總統宣誓條例,"行政,內政部,民政目",19540513,,
A0030002,卸任總統副總統禮遇條例,"行政,內政部,宗教及禮制目",20100901,,
