pcode,name,category,LawModifiedDate,LawEffectiveDate,discarded
F0010030,國防法,"行政,國防部,組織目",20120606,,
F0010031,國防部參謀本部辦事細則,"廢止法規,國防部",20121230,,true
F0010032,國防部主計局辦事細則,"廢止法規,國防部",20121230,,true
F0010033,國防部總政治作戰局辦事細則,"廢止法規,國防部",20080104,,true
F0010034,國防部軍醫局辦事細則,"廢止法規,國防部",20121230,,true
F0010035,國防部軍備局辦事細則,"廢止法規,國防部",20121230,,true
F0010036,從事及參與國防安全事務人員安全調查辦法,"行政,國防部,政戰目",20150402,,
F0010037,國軍服務作業單位及國軍英雄館管理辦法,"廢止法規,國防部",20170623,,true
F0010040,軍事秘密及緊急性國防工程環境影響評估作業辦法,"行政,環境部,綜合規劃目",20020131,,
F0010041,軍事機密與國防秘密種類範圍等級劃分準則,"行政,國防部,軍法目",20030714,,
F0010042,臺灣地區軍事設施等限制攝影測繪及狩獵執行辦法,"廢止法規,國防部",19900627,,true
F0010043,行政院國軍退除役官兵輔導委員會各訓練機構外出外住退除役官兵聯繫訪問辦法,"廢止法規,行政院國軍退除役官兵輔導委員會",19921003,,true
F0010044,行政院國軍退除役官兵輔導委員會開發農地放領辦法,"廢止法規,行政院國軍退除役官兵輔導委員會",20030110,,true
F0010045,國防部空軍司令部辦事細則,"行政,國防部,組織目",20121230,,
F0010046,國防部後備司令部辦事細則,"廢止法規,國防部",20121230,,true
F0010047,國防部海軍司令部辦事細則,"行政,國防部,組織目",20121230,,
F0010048,國防部陸軍司令部辦事細則,"行政,國防部,組織目",20121230,,
F0010049,國防部憲兵司令部辦事細則,"廢止法規,國防部",20121230,,true
F0010050,國防部聯合後勤司令部辦事細則,"廢止法規,國防部",20121230,,true
F0010051,國防部及所屬機關提供政府資訊收費標準,"行政,國防部,主計財務目",20060614,,
F0010052,國防部總政治作戰局辦事細則,"廢止法規,國防部",20121230,,true
F0010053,國防事業穿越私有土地之上空或地下地上權徵收補償辦法,"行政,國防部,軍備後勤目",20100611,,
F0010054,臺北榮民總醫院蘇澳分院辦事細則,"行政,國軍退除役官兵輔導委員會,處務目       ",20171006,,
F0010055,高雄榮民總醫院屏東分院辦事細則,"廢止法規,國軍退除役官兵輔導委員會",20230119,,true
F0010056,臺中榮民總醫院嘉義分院辦事細則,"行政,國軍退除役官兵輔導委員會,處務目       ",20171006,,
F0010057,國防部處務規程,"行政,國防部,組織目",20231017,,
F0010058,國防部政治作戰局處務規程,"行政,國防部,組織目",20220117,,
F0010059,國防部軍備局處務規程,"行政,國防部,組織目",20231017,,
F0010060,國防部主計局處務規程,"行政,國防部,組織目",20121230,,
F0010061,國防部軍醫局處務規程,"行政,國防部,組織目",20121230,,
F0010062,國防部地方軍事法院及其分院辦事細則,"行政,國防部,組織目",20121230,,
F0010063,國防部地方軍事法院及其分院檢察署辦事細則,"行政,國防部,組織目",20121230,,
F0010064,國防部軍事監獄辦事細則,"行政,國防部,組織目",20121230,,
F0010065,國防部高等軍事法院及其分院辦事細則,"行政,國防部,組織目",20121230,,
F0010066,國防部高等軍事法院及其分院檢察署辦事細則,"行政,國防部,組織目",20121230,,
F0010067,國防部最高軍事法院辦事細則,"行政,國防部,組織目",20121230,,
F0010068,國防部最高軍事法院檢察署辦事細則,"行政,國防部,組織目",20121230,,
F0010069,國防部參謀本部處務規程,"行政,國防部,組織目",20231020,,
F0010070,國防事務財團法人會計處理及財務報告編製準則,"行政,國防部,組織目",20190128,,
F0010071,國防事務財團法人工作計畫經費預算工作報告及財務報表編製辦法,"行政,國防部,組織目",20190128,,
F0010072,國防事務財團法人設立許可及監督辦法,"行政,國防部,組織目",20240103,,
F0010073,國防部所管特定非公務機關資通安全管理作業辦法,"行政,國防部,交通通信目",20190327,,
F0010074,國防部全民防衛動員署處務規程,"行政,國防部,組織目",20211217,,
F0020001,國軍接待記者辦法,"廢止法規,國防部",20000719,,true
F0020002,軍中新聞紙雜誌發行管理辦法,"廢止法規,國防部",20000524,,true
F0020003,國防部甄訓記者接待人員辦法,"廢止法規,國防部",20000726,,true
F0020004,國軍監察工作實施辦法,"廢止法規,國防部",20001213,,true
F0020005,國軍政治教育實施辦法,"廢止法規,國防部",20000503,,true
F0020006,國軍軍事新聞發布辦法,"廢止法規,國防部",19940309,,true
F0030001,特級上將授任條例,"廢止法規,國防部",20001101,,true
F0030002,陸海空軍軍官士官任官條例,"行政,國防部,人事目",20191204,,
F0030003,陸海空軍軍官士官任官條例施行細則,"行政,國防部,人事目",20220425,,
F0030004,陸海空軍軍官士官任職條例,"行政,國防部,人事目",20220615,,
F0030005,陸海空軍軍官士官考績條例,"行政,國防部,人事目",20191204,,
F0030006,陸海空軍軍官士官考績條例施行細則,"行政,國防部,人事目",20200609,,
F0030007,陸海空軍軍官士官考績績等及獎金標準,"行政,國防部,人事目",20201231,,
F0030008,陸海空軍勳賞條例,"行政,國防部,人事目",20220518,,
F0030009,陸海空軍勳賞條例施行細則,"行政,國防部,人事目",20221212,,
F0030010,陸海空軍獎勵條例,"行政,國防部,人事目",20070704,,
F0030011,陸海空軍獎勵條例施行細則,"行政,國防部,人事目",20061013,,
F0030012,空軍勛獎條例,"行政,國防部,人事目",19490110,,
F0030013,陸海空軍懲罰法,"行政,國防部,人事目",20150506,,
F0030014,陸海空軍懲罰法施行細則,"行政,國防部,人事目",20221222,,
F0030015,軍人婚姻條例,"廢止法規,國防部",20051207,,true
F0030016,臺灣地區光復初期隨國軍赴大陸地區作戰人員撫慰金發給辦法,"行政,國防部,保險撫卹目",20021231,,
F0030017,國軍軍官士官請假規則,"行政,國防部,人事目",20221104,,
F0030018,陸海空軍陣（死）亡官兵旌忠狀頒給辦法,"廢止法規,國防部",20011205,,true
F0030019,陸海空軍士兵晉級規則,"廢止法規,國防部",20010418,,true
F0030020,國軍人員分類規則,"廢止法規,國防部",20000719,,true
F0030021,陸海空軍作戰負傷官兵榮譽紀念章及榮譽獎金頒發辦法,"廢止法規,國防部",20011128,,true
F0030022,陸海空軍人員體位分類規則,"廢止法規,國防部",20010117,,true
F0030023,國軍主計人員任職管制辦法,"廢止法規,國防部",20000816,,true
F0030024,國防部呈請頒授外籍人員勳獎及接受友邦勳獎實施辦法,"廢止法規,國防部",19991208,,true
F0030025,國軍作戰獎金頒給辦法,"廢止法規,國防部",20011128,,true
F0030026,兵籍規則,"行政,國防部,人事目",20180925,,
F0030027,國軍聘任及雇用人員管理規則,"廢止法規,國防部",20020731,,true
F0030028,陸海空軍軍官士官職務交接規則,"行政,國防部,人事目",20130424,,
F0030029,國軍各軍事院校學生撫卹辦法,"廢止法規,國防部",20030127,,true
F0030030,陸海空軍軍官士官任職條例施行細則,"行政,國防部,人事目",20221230,,
F0030031,國軍評價聘任人員管理準則,"廢止法規,國防部",19980909,,true
F0030032,國軍評價雇用人員管理準則,"廢止法規,國防部",19980909,,true
F0030033,軍人立功結婚輔助辦法,"廢止法規,國防部",20011219,,true
F0030034,退伍除役軍官士官退除給與其他現金給與補償金發給辦法,"行政,國防部,主計財務目",20150724,,
F0030035,國軍作戰或因公亡故官兵安葬紀念表揚實施辦法,"行政,國防部,留守業務目",20130509,,
F0030036,退伍除役軍官士官赴大陸地區長期居住退除給與處理辦法,"行政,國防部,主計財務目",20140220,,
F0030037,退伍除役軍官士官退除給與補助金發給辦法,"廢止法規,國防部",20180919,,true
F0030038,軍人待遇條例,"行政,國防部,人事目",20080116,,
F0030039,國家中山科學研究院績效評鑑辦法,"行政,國防部,人事目",20140416,,
F0030040,國家中山科學研究院董事監事及院長利益衝突迴避辦法,"行政,國防部,人事目",20140416,,
F0030041,國家中山科學研究院董事及監事遴選辦法,"行政,國防部,人事目",20161215,,
F0030042,國家中山科學研究院改制行政法人繼續任用軍職人員人事管理辦法,"行政,國防部,人事目",20140416,,
F0030043,國防部及所屬各機關公務人員交代條例施行細則,"行政,國防部,人事目",20140505,,
F0030044,悔過室設置辦法,"行政,國防部,人事目",20150914,,
F0030045,陸海空軍軍官士官未服滿最少服役年限志願申請退伍賠償辦法,"行政,國防部,人事目",20230821,,
F0030046,國防部涉及國家安全人員申請出國辦法,"行政,國防部,人事目",20190513,,
F0030047,國家中山科學研究院人員出國出境管理辦法,"行政,國防部,人事目",20211115,,
F0030048,義務役服役期間提繳退休金條例,"行政,國防部,兵役目",20231129,20240101,
F0040001,兵役法,"行政,國防部,兵役目",20230503,,
F0040002,兵役法施行法,"行政,國防部,兵役目",20200513,,
F0040003,陸海空軍軍官服役條例,"廢止法規,國防部",19990505,,true
F0040004,陸海空軍軍官服役條例施行細則,"廢止法規,國防部",19990616,,true
F0040005,陸海空軍士官服役條例,"廢止法規,國防部",19990505,,true
F0040006,陸海空軍士官服役條例施行細則,"廢止法規,國防部",19990616,,true
F0040007,志願士兵服役條例,"行政,國防部,兵役目",20220119,,
F0040008,後備軍人管理規則,"行政,國防部,兵役目",20191129,,
F0040009,召集規則,"行政,國防部,兵役目",20190711,,
F0040010,軍事學校退學休學開除學籍學生服役處理辦法,"行政,國防部,兵役目",20220523,,
F0040011,常備兵補充兵服役規則,"行政,國防部,兵役目",20220523,,
F0040012,預備軍官預備士官選訓服役實施辦法,"行政,國防部,兵役目",20220512,,
F0040013,陸海空軍一級上將在台期間繼續保留現役及其待遇辦法,"廢止法規,國防部",19990901,,true
F0040014,後備軍人小組編組教育實施辦法,"廢止法規,國防部",19981216,,true
F0040015,後備軍人輔導組織設置及幹部遴用辦法,"廢止法規,國防部",20000816,,true
F0040016,具有役男及後備軍人身份之學人應邀回國服務緩徵緩召辦法,"廢止法規,國防部",20000209,,true
F0040017,陸海空軍軍官士官志願留營入營甄選服役規則,"行政,國防部,兵役目",20240110,,
F0040018,體位區分標準,"行政,國防部,兵役目",20230530,,
F0040019,後備軍人輔導組織設置辦法,"行政,國防部,作戰目",20190410,,
F0040020,陸海空軍軍官士官服役條例,"行政,國防部,兵役目",20220119,,
F0040021,陸海空軍軍官士官服役條例施行細則,"行政,國防部,兵役目",20231030,,
F0040022,常備兵回役免予回役處理辦法,"行政,國防部,兵役目",20191129,,
F0040023,志願士兵選訓實施辦法,"行政,國防部,兵役目",20230907,,
F0040024,兵役法修正施行前補充兵及國民兵管理運用辦法,"廢止法規,國防部",20231030,,true
F0040025,國家體育競技代表隊服補充兵役辦法,"行政,教育部,體育目",20150520,,
F0040026,常備兵現役病傷停役檢定標準,"行政,國防部,兵役目",20191210,,
F0040027,逐次召集儘後召集實施辦法,"廢止法規,院本部",19701215,,true
F0040028,志願士兵不適服現役賠償辦法,"行政,國防部,兵役目",20230816,,
F0040029,推行兵役事務應行宣傳招募慰勞及獎懲辦法,"行政,國防部,兵役目",20220922,,
F0040030,推動募兵制暫行條例,"廢止法規,國防部",20210224,,true
F0040031,軍事學校軍事訓練機構軍事訓練課程折減常備兵役軍事訓練期間實施辦法,"行政,國防部,兵役目",20190717,,
F0040032,後備軍人及補充兵免除本次教育勤務點閱召集認定標準,"行政,國防部,兵役目",20210113,,
F0040033,後備軍人召集優待條例,"行政,國防部,兵役目",20220527,,
F0040034,員工接受召集請假期間薪資費用加成減除辦法,"行政,國防部,兵役目",20221130,,
F0040035,後備軍人召集獎金核發及志願參加召集辦法,"行政,國防部,兵役目",20230116,,
F0050001,軍人保險條例,"行政,國防部,保險撫卹目",20220119,,
F0050002,軍人保險條例施行細則,"行政,國防部,保險撫卹目",20200305,,
F0050003,軍人撫卹條例,"行政,國防部,保險撫卹目",20230609,99991231,
F0050004,軍人撫卹條例施行細則,"行政,國防部,保險撫卹目",20200116,,
F0050005,軍中聘任人員及僱用員工撫卹辦法,"廢止法規,國防部",20030127,,true
F0050006,國軍忠烈官兵特卹辦法,"廢止法規,國防部",19970101,,true
F0050007,軍人危險卹金給與標準,"廢止法規,國防部",19970101,,true
F0050008,軍人功績卹金給與標準,"廢止法規,國防部",19970101,,true
F0050009,金馬自衛隊員傷亡撫慰金給與辦法,"廢止法規,國防部",20020807,,true
F0050010,軍人一次卹金增發基數標準,"行政,國防部,保險撫卹目",20030122,,
F0050011,軍人身心障礙等級檢定標準,"行政,國防部,保險撫卹目",20211126,,
F0050012,非適用勞動基準法軍中聘任人員及僱用員工傷亡照護金發給辦法,"行政,國防部,保險撫卹目",20210128,,
F0050013,軍事學校軍費學生傷亡照護金發給辦法,"行政,國防部,保險撫卹目",20210128,,
F0050014,義務役官兵因病停役期間傷亡照護金發給辦法,"行政,國防部,保險撫卹目",20200821,,
F0050015,應召入營或退伍解召人員還鄉途中傷亡照護金發給辦法,"行政,國防部,保險撫卹目",20200922,,
F0050016,國軍官兵死亡殮葬補助費給與標準,"行政,國防部,主計財務目",20130605,,
F0050017,軍人保險準備金管理及運用辦法,"行政,國防部,保險撫卹目",20170727,,
F0060001,海軍服制條例,"廢止法規,國防部",20071107,,true
F0060002,陸軍服制條例,"廢止法規,國防部",20071107,,true
F0060003,空軍服制條例,"廢止法規,國防部",20071107,,true
F0060004,國軍旗牌章徽制頒辦法,"廢止法規,國防部",19991208,,true
F0060005,陸海空軍軍旗條例,"行政,國防部,服制旗章目",20220518,,
F0060006,陸海空軍軍旗條例施行細則,"行政,國防部,服制旗章目",20230109,,
F0060007,陸海空軍服制條例,"行政,國防部,服制旗章目",20220105,,
F0070001,要塞堡壘地帶法,"行政,國防部,作戰目",20020417,,
F0070002,戒嚴法,"行政,國防部,作戰目",19490114,,
F0070003,衛戍條例,"廢止法規,國防部",20001101,,true
F0070004,軍事徵用法,"廢止法規,國防部",20040107,,true
F0070005,軍事徵用法施行細則,"廢止法規,國防部",20040218,,true
F0070006,防空法,"廢止法規,國防部",20050126,,true
F0070007,防空法施行細則,"廢止法規,國防部",20050513,,true
F0070008,國軍實彈戰鬥演習流彈傷亡人民善後處理辦法,"廢止法規,國防部",19990811,,true
F0070009,國軍部隊與地方政府及專業機構商洽兵要情報實施辦法,"廢止法規,國防部",20000823,,true
F0070010,國軍實彈射擊對海空安全管制及彈藥處理辦法,"廢止法規,國防部",20001230,,true
F0070011,金門馬祖東沙南沙地區安全及輔導條例,"廢止法規,國防部",19980624,,true
F0070012,全民防衛動員準備實施辦法,"廢止法規,國防部",20011227,,true
F0070013,全民防衛動員準備法,"行政,國防部,作戰目",20190619,,
F0070014,全民防衛動員準備演習民力徵用實施辦法,"行政,國防部,作戰目",20070209,,
F0070015,戰備各階段公民營通信設施支援軍事管制運用辦法,"行政,國防部,作戰目",20061011,,
F0070016,動員實施階段軍事人力統籌分配辦法,"行政,國防部,作戰目",20190125,,
F0070017,動員實施階段國軍機動運輸及軍品運補交通管制辦法,"行政,國防部,作戰目",20220718,,
F0070018,全民防衛動員準備演習財物徵購徵用補償及解除徵用辦法,"行政,國防部,作戰目",20201006,,
F0070019,軍用飛機場周圍鴿舍拆遷補償辦法,"行政,國防部,作戰目",20060112,,
F0070020,全民防衛動員實施階段物資固定設施徵購徵用及補償實施辦法,"行政,國防部,作戰目",20201021,,
F0070021,防空演習實施辦法,"行政,國防部,作戰目",20081021,,
F0070022,全民防衛動員準備法施行細則,"行政,國防部,作戰目",20080411,,
F0070023,推動全民防衛動員準備事務獎勵及慰勞辦法,"行政,國防部,作戰目",20200306,,
F0080001,國軍隨營補習及進修教育實施辦法,"行政,國防部,教育訓練目",20021231,,
F0080002,軍事學校及軍事訓練機構學員生修業規則,"行政,國防部,教育訓練目",20221212,,
F0080003,國防醫學院海外華籍青年學生入學辦法,"廢止法規,國防部",20001108,,true
F0080004,中等學校畢（結）業生甄試升學軍事學校專科學生、常備士官班辦法,"廢止法規,國防部",20010711,,true
F0080005,國軍士官教育比敘高級中學高級職業學校畢業資格辦法,"廢止法規,國防部",20010711,,true
F0080006,中正國防幹部預備學校畢業學生資格比敘辦法,"廢止法規,國防部",20001025,,true
F0080007,軍事教育條例,"行政,國防部,教育訓練目",20161109,,
F0080008,推動國軍官兵終身教育實施辦法,"行政,國防部,教育訓練目",20050510,,
F0080009,金馬自衛隊員補償辦法,"廢止法規,內政部",20010214,,true
F0080010,國軍預備學校國中部高中部學生入學辦法,"行政,國防部,教育訓練目",20211005,,
F0080011,軍事學校自費學生權利義務及管理辦法,"行政,國防部,教育訓練目",20121017,,
F0080012,軍事學校學生研究生學籍規則,"行政,國防部,教育訓練目",20221212,,
F0080013,軍事學校設立變更停辦標準,"行政,國防部,教育訓練目",20151014,,
F0080014,全民國防教育法,"行政,國防部,教育訓練目",20050202,,
F0080015,推動全民國防教育傑出貢獻獎勵辦法,"行政,國防部,教育訓練目",20060120,,
F0080016,國防部科學技術研究發展成果歸屬及運用辦法,"行政,國防部,軍備後勤目",20190912,,
F0080017,國軍部隊教育訓練勤務作戰實施準則,"行政,國防部,教育訓練目",20150120,,
F0080018,現役軍人營區在職專班招生辦法,"行政,國防部,教育訓練目",20180410,,
F0080019,國防醫學院軍事教育基金管理及監督辦法,"行政,國防部,醫務目",20240111,,
F0090001,臺灣地區軍用油管及其附屬設備守護辦法,"廢止法規,國防部",19951227,,true
F0090002,防杜軍品盜賣侵占獎勵檢舉辦法,"廢止法規,國防部",19950224,,true
F0090003,國軍撿獲海上漂流物資處理辦法,"廢止法規,國防部",20000607,,true
F0090004,國軍廢舊及不適用物資處理辦法,"廢止法規,國防部",20001227,,true
F0090005,國軍裝備保養修護辦法,"廢止法規,國防部",20000112,,true
F0090006,測量規則,"廢止法規,國防部",20000823,,true
F0090007,國軍服裝業務處理規則,"廢止法規,國防部",20000607,,true
F0090008,國防工事構築及維護辦法,"廢止法規,國防部",20001129,,true
F0090009,軍用不動產管理規則,"廢止法規,國防部",20000809,,true
F0090010,臺灣地區天然災害申請國軍支援辦法,"廢止法規,國防部",20001129,,true
F0090011,國軍軍圖補給管理辦法,"廢止法規,國防部",19980211,,true
F0090012,軍事機關軍品採購辦法,"廢止法規,國防部",19990525,,true
F0090013,軍事機關委託廠商生產軍品辦法,"廢止法規,國防部",20020227,,true
F0090014,現役軍人自衛槍枝管理辦法,"行政,國防部,軍備後勤目",20130325,,
F0090015,軍事機關軍品外銷辦法,"廢止法規,國防部",20020925,,true
F0090016,特殊軍事採購適用範圍及處理辦法,"行政,行政院公共工程委員會,通用目",20040908,,
F0090017,國防部科技工業機構產品銷售辦法,"行政,國防部,軍備後勤目",20011228,,
F0090018,國防部科技工業機構委託民間經營管理辦法,"行政,國防部,軍備後勤目",20161104,,
F0090019,國防部科技工業機構與法人團體從事研發產製維修辦法,"行政,國防部,軍備後勤目",20230508,,
F0090020,國防工業生產轉換演習實施辦法,"行政,國防部,作戰目",20020807,,
F0090021,殺傷性地雷管制條例,"行政,國防部,軍備後勤目",20190619,,
F0090022,政府使用及剷除殺傷性地雷補償辦法,"行政,國防部,作戰目",20190930,,
F0090023,佈雷區域殺傷性地雷剷除辦法,"行政,國防部,作戰目",20080118,,
F0090024,國軍協助災害防救辦法,"行政,國防部,作戰目",20221111,,
F0090025,志願役退除役軍人法人或團體優先承包國防部特殊軍事安全或技術勞務採購處理辦法,"廢止法規,國防部",20210401,,true
F0090026,國軍亡故官兵葬厝設施管理辦法,"行政,國防部,軍備後勤目",20230303,,
F0090027,新式戰機採購特別條例,"行政,國防部,軍備後勤目",20191029,,
F0090028,列管軍品範圍及認定辦法,"行政,國防部,軍備後勤目",20200824,,
F0090029,列管軍品技術文書圖表輸出管理辦法,"行政,國防部,軍備後勤目",20200901,,
F0090030,列管軍品廠商安全查核辦法,"行政,國防部,軍備後勤目",20200902,,
F0090031,列管軍品合格廠商獎勵辦法,"行政,國防部,軍備後勤目",20200904,,
F0090032,列管軍品測試協助申請辦法,"行政,國防部,軍備後勤目",20200904,,
F0090033,列管軍品安全維護申請辦法,"行政,國防部,軍備後勤目",20200908,,
F0090034,列管軍品廠商資格級別認證辦法,"行政,國防部,軍備後勤目",20230906,,
F0090035,海空戰力提升計畫採購特別條例,"行政,國防部,軍備後勤目",20211123,,
F0090036,執行海空戰力提升計畫一定金額以上採購辦法,"行政,國防部,軍備後勤目",20211229,,
F0090037,軍事營區安全維護條例,"行政,國防部,軍備後勤目",20240103,99991231,
F0100001,國軍編制內車輛登記領用車照辦法,"行政,國防部,交通通信目",20130326,,
F0100002,軍用廣播電台設置與管理辦法,"廢止法規,國防部",20000628,,true
F0100003,鐵路公路緊急接駁運送辦法,"廢止法規,國防部",20010111,,true
F0100004,臺灣區港口管制辦法,"廢止法規,國防部",20010725,,true
F0100005,臺澎金馬地區船舶進出港手續及檢查連繫辦法,"廢止法規,國防部",20010118,,true
F0100006,臺灣地區戰備各時期軍事長途電話使用辦法,"廢止法規,國防部",20000524,,true
F0100007,臺灣地區定型漁船檢查辦法,"廢止法規,國防部",19991220,,true
F0100008,國軍電信保密違規違紀處分辦法,"廢止法規,國防部",19991124,,true
F0100009,鐵路軍事運輸作業規則,"廢止法規,國防部",19991110,,true
F0100010,郵遞要密文件辦法,"廢止法規,國防部",20000920,,true
F0100011,臺灣地區公民營通信設施管制運用辦法,"廢止法規,國防部",20011228,,true
F0100012,國軍編制內軍用車輛管理及處罰辦法,"行政,國防部,交通通信目",20220523,,
F0100013,臺灣地區戰時鐵路公路搶修辦法,"廢止法規,國防部",20010119,,true
F0100014,外國軍艦駛入中華民國領海港口管制辦法,"廢止法規,國防部",20011024,,true
F0100015,人民入出金門馬祖東沙南沙地區辦法,"廢止法規,國防部",19950116,,true
F0100016,軍用機場聯合檢查實施辦法,"廢止法規,國防部",20010613,,true
F0100017,金門馬祖地區開放觀光辦法,"廢止法規,國防部",19941014,,true
F0100018,軍事緊急期間管制中外軍民用航空器飛航及助航設施辦法,"廢止法規,國防部",20010613,,true
F0100019,中外軍民航空器迫降空軍基地管理辦法,"廢止法規,國防部",20001129,,true
F0110001,國防工業發展基金設置條例,"行政,國防部,主計財務目",20061227,,
F0110002,國軍人員薪餉發放辦法,"廢止法規,國防部",20001108,,true
F0110003,陸海空軍軍官士官退伍除役給與發放辦法,"廢止法規,國防部",19961230,,true
F0110004,陸海空軍退伍除役官兵退除給與及保險退伍給付優惠儲蓄存款辦法,"廢止法規,國防部",20180629,,true
F0110005,國防部暨所屬單位內部審核辦法,"廢止法規,國防部",20000628,,true
F0110006,軍人儲蓄辦法,"廢止法規,國防部",20001230,,true
F0110007,軍費預算執行及支付結報辦法,"廢止法規,國防部",19991027,,true
F0110008,國軍生產工廠盈餘暨折舊準備金處理準則,"廢止法規,國防部",19990908,,true
F0110009,軍事學校預備學校軍費生公費待遇津貼發給辦法,"行政,國防部,主計財務目",20180717,,
F0110010,國軍官兵購置住宅貸款基金收支保管及運用辦法,"廢止法規,國防部",20080502,,true
F0110011,國防部所屬軍事監所作業基金收支保管及運用辦法,"廢止法規,國防部",19990125,,true
F0110012,國軍醫院附設民眾診療作業基金收支保管及運用辦法,"廢止法規,國防部",19990125,,true
F0110013,國軍官兵購置住宅輔助貸款辦法,"廢止法規,國防部",19820607,,true
F0110014,國軍派赴敵後工作官兵薪餉及其他待遇支給辦法,"廢止法規,國防部",19920921,,true
F0110015,軍人儲蓄作業基金收支保管及運用辦法,"廢止法規,國防部",20020523,,true
F0110016,國軍生產作業基金收支保管及運用辦法,"廢止法規,國防部",19990125,,true
F0110017,支領退休俸軍官士官就任公職停發退休俸辦法,"廢止法規,國防部",20180919,,true
F0110018,國軍營舍及設施改建基金收支保管及運用辦法,"行政,國防部,主計財務目",20230322,,
F0110019,國軍生產及服務作業基金收支保管及運用辦法,"行政,國防部,主計財務目",20230314,,
F0110020,國家中山科學研究院公有財產管理辦法,"行政,國防部,主計財務目",20230214,,
F0110021,國家中山科學研究院產品銷售科技合作技術移轉及技術服務辦法,"行政,國防部,主計財務目",20161220,,
F0110022,軍事學校預備學校軍費生公費待遇津貼賠償辦法,"行政,國防部,主計財務目",20181211,,
F0110023,陸海空軍退伍除役軍官士官退除給與及保險退伍給付優惠存款辦法,"行政,國防部,主計財務目",20180625,,
F0110024,國防產業發展條例,"行政,國防部,主計財務目",20221130,,
F0110025,軍用機場噪音防制補償經費分配使用辦法,"行政,國防部,主計財務目",20210826,,
F0120001,陸海空軍刑法,"行政,國防部,軍法目",20231227,,
F0120002,妨害兵役治罪條例,"行政,國防部,軍法目",20220518,,
F0120003,戰時軍律,"廢止法規,國防部",20021225,,true
F0120004,妨害軍機治罪條例,"廢止法規,國防部",20040107,,true
F0120005,軍機種類範圍準則,"廢止法規,國防部",20040218,,true
F0120006,海上捕獲條例,"行政,國防部,軍法目",19550603,,
F0120007,戰時禁制品條例,"行政,國防部,軍法目",19550603,,
F0120008,軍事審判法,"行政,國防部,軍法目",20190403,,
F0120009,軍事審判法施行法,"行政,國防部,軍法目",19991002,,
F0120010,軍事審判審限規則,"廢止法規,國防部",19991124,,true
F0120011,軍事檢察官指揮軍法警察證使用辦法,"廢止法規,國防部",20001018,,true
F0120012,軍人監獄規則,"廢止法規,國防部",19950320,,true
F0120013,軍事看守所管理規則,"廢止法規,國防部",20000726,,true
F0120014,軍事犯勞動生產作業實施辦法,"廢止法規,國防部",19950324,,true
F0120015,軍事監所教誨教育實施辦法,"廢止法規,國防部",20001230,,true
F0120016,軍事審判機關律師登錄規則,"廢止法規,國防部",20000628,,true
F0120017,軍事法院辦理審判案件訴訟文書影印攝影抄錄費用徵收標準,"行政,國防部,軍法目",20051102,,
F0120018,戒嚴時期不當叛亂暨匪諜審判案件補償條例,"行政,國防部,軍法目",20061218,,
F0120019,戒嚴時期不當叛亂暨匪諜審判案件受裁判者補償金核發標準,"行政,國防部,軍法目",20060221,,
F0120020,戒嚴時期不當叛亂暨匪諜審判案件受裁判者補償金申請認定及發放辦法,"行政,國防部,軍法目",20030807,,
F0120021,軍法官甄選及訓練辦法,"行政,國防部,軍法目",20190625,,
F0130001,國軍麻醉藥品管制辦法,"廢止法規,國防部",20000510,,true
F0130002,國軍衛生勤務規則,"廢止法規,國防部",20001122,,true
F0130003,陸海空軍軍官士官病傷退伍除役檢定標準,"行政,國防部,醫務目",20190506,,
F0130004,國防醫學院博士班及碩士班入學招生考試規費收費標準,"行政,國防部,醫務目",20210902,,
F0140001,留守業務規程,"廢止法規,國防部",20001129,,true
F0140002,國軍軍眷業務處理辦法,"廢止法規,國防部",20021230,,true
F0140003,國軍官兵作戰或因公失蹤被俘人員家屬待遇處理辦法,"行政,國防部,留守業務目",20220923,,
F0140004,志願役軍人家屬就醫優待辦法,"廢止法規,國防部",19981216,,true
F0140005,陸海空軍現役軍人戶口查記辦法,"廢止法規,國防部",19970820,,true
F0140006,國軍眷區違章建築取締辦法,"廢止法規,國防部",20060223,,true
F0140007,國軍陣（死）亡官兵遺骸安葬及遺物處理辦法,"廢止法規,國防部",20011205,,true
F0140008,國民革命忠烈祠入祀辦法,"廢止法規,國防部",20011205,,true
F0140009,戰士授田憑據處理條例,"廢止法規,國防部",20190515,,true
F0140010,戰士授田憑據處理條例施行細則,"廢止法規,國防部",20191018,,true
F0140011,國軍在臺遺族身心障礙官兵及無依軍眷照護金發給辦法,"行政,國防部,保險撫卹目",20200925,,
F0140012,國軍示範公墓及忠靈塔管理辦法,"廢止法規,國防部",20011228,,true
F0140013,國軍老舊眷村改建條例,"行政,國防部,留守業務目",20200513,,
F0140014,國軍老舊眷村改建條例施行細則,"行政,國防部,留守業務目",20170518,,
F0140015,國軍老舊眷村改建基金收支保管及運用辦法,"行政,國防部,主計財務目",20140610,,
F0140016,國軍老舊眷村及不適用營地之國有土地標售或處分辦法,"行政,國防部,留守業務目",20140122,,
F0140017,國軍老舊眷村改建配售坪型辦法,"行政,國防部,留守業務目",19970910,,
F0140018,獎勵民間參與國軍老舊眷村改建投資興建住宅社區辦法,"行政,國防部,留守業務目",20130328,,
F0140019,國軍老舊眷村文化保存選擇及審核辦法,"行政,國防部,留守業務目",20170915,,
